Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-12-01,12.08768367767334,12.633509635925293,12.000706672668457,12.5658540725708,12.5658540725708,2225186,0.0,0.0
2024-12-02,12.5658540725708,12.661775588989258,12.117582321166992,12.47393798828125,12.47393798828125,3173551,0.0,0.0
2024-12-03,12.475826263427734,12.715596199035645,12.213541030883789,12.582006454467773,12.582006454467773,3140780,0.0,0.0
2024-12-04,12.582006454467773,13.478199005126953,12.560381889343262,13.416643142700195,13.416643142700195,3402720,0.0,0.0
2024-12-05,13.416643142700195,13.513920783996582,12.916647911071777,13.227538108825684,13.227538108825684,2644623,0.0,0.0
2024-12-06,13.167110443115234,13.671180725097656,13.061202049255371,13.62051010131836,13.62051010131836,1746698,0.0,0.0
2024-12-07,13.62051010131836,13.732277870178223,13.465980529785156,13.699043273925781,13.699043273925781,1390624,0.0,0.0
2024-12-08,13.69140338897705,13.824873924255371,13.506643295288086,13.75217342376709,13.75217342376709,1591716,0.0,0.0
2024-12-09,13.75217342376709,13.756375312805176,12.469939231872559,12.761300086975098,12.761300086975098,3117890,0.0,0.0
2024-12-10,12.761300086975098,12.928400993347168,12.28206729888916,12.742344856262207,12.742344856262207,2812966,0.0,0.0
2024-12-11,12.742344856262207,13.256020545959473,12.487346649169922,13.133655548095703,13.133655548095703,1807069,0.0,0.0
2024-12-12,13.133655548095703,13.56684684753418,13.016697883605957,13.531407356262207,13.531407356262207,1949629,0.0,0.0
2024-12-13,13.531407356262207,13.56783390045166,13.351375579833984,13.495348930358887,13.495348930358887,1089417,0.0,0.0
2024-12-14,13.495348930358887,13.560426712036133,13.042786598205566,13.06098747253418,13.06098747253418,1264327,0.0,0.0
2024-12-15,13.06098747253418,13.239469528198242,12.827357292175293,12.965337753295898,12.965337753295898,1778965,0.0,0.0
2024-12-16,12.965337753295898,13.00124740600586,11.512325286865234,12.247603416442871,12.247603416442871,5670996,0.0,0.0
2024-12-17,12.247603416442871,12.42898941040039,12.093867301940918,12.19784164428711,12.19784164428711,1764510,0.0,0.0
2024-12-18,12.196393013000488,12.298611640930176,11.48043155670166,11.497203826904297,11.497203826904297,1863621,0.0,0.0
2024-12-19,11.497203826904297,11.698040962219238,10.998611450195312,11.083663940429688,11.083663940429688,2253647,0.0,0.0
2024-12-20,11.083663940429688,11.202306747436523,10.197004318237305,11.15730094909668,11.15730094909668,2562555,0.0,0.0
2024-12-21,11.15730094909668,11.476414680480957,11.073613166809082,11.121376991271973,11.121376991271973,1561172,0.0,0.0
2024-12-22,11.121376991271973,11.317133903503418,10.98831558227539,11.09575080871582,11.09575080871582,1216598,0.0,0.0
2024-12-23,11.09575080871582,11.491204261779785,10.909375190734863,11.469844818115234,11.469844818115234,1304946,0.0,0.0
2024-12-24,11.469844818115234,11.497844696044922,11.062198638916016,11.39431095123291,11.39431095123291,1572396,0.0,0.0
2024-12-25,11.39431095123291,11.417003631591797,11.003116607666016,11.158946990966797,11.158946990966797,1449196,0.0,0.0
2024-12-26,11.158946990966797,11.199419975280762,10.905441284179688,11.061555862426758,11.061555862426758,1072905,0.0,0.0
2024-12-27,11.061380386352539,11.084203720092773,10.671387672424316,10.759282112121582,10.759282112121582,1901557,0.0,0.0
2024-12-28,10.759282112121582,10.974235534667969,10.578203201293945,10.943025588989258,10.943025588989258,917419,0.0,0.0
2024-12-29,10.943025588989258,11.41434097290039,10.752880096435547,11.171241760253906,11.171241760253906,2213173,0.0,0.0
2024-12-30,11.171241760253906,11.321133613586426,10.694299697875977,10.771657943725586,10.771657943725586,1375220,0.0,0.0
2024-12-31,10.771657943725586,10.832365036010742,10.502495765686035,10.528446197509766,10.528446197509766,1272693,0.0,0.0
2025-01-01,10.528446197509766,10.557270050048828,10.382027626037598,10.425841331481934,10.425841331481934,808972,0.0,0.0
2025-01-02,10.425541877746582,10.930496215820312,10.425530433654785,10.740880012512207,10.740880012512207,1344530,0.0,0.0
2025-01-03,10.740880012512207,10.954354286193848,10.631319999694824,10.756043434143066,10.756043434143066,1506276,0.0,0.0
2025-01-04,10.756043434143066,10.92004680633545,10.676966667175293,10.834568977355957,10.834568977355957,1184817,0.0,0.0
2025-01-05,10.834568977355957,11.160028457641602,10.824324607849121,11.089757919311523,11.089757919311523,1126400,0.0,0.0
2025-01-06,11.089757919311523,11.197481155395508,10.942325592041016,11.185821533203125,11.185821533203125,1435231,0.0,0.0
2025-01-07,11.186331748962402,11.19843864440918,10.558624267578125,10.664440155029297,10.664440155029297,1445954,0.0,0.0
2025-01-08,10.664440155029297,10.75969123840332,10.187772750854492,10.354808807373047,10.354808807373047,1739365,0.0,0.0
2025-01-09,10.354808807373047,10.608795166015625,10.287938117980957,10.52139663696289,10.52139663696289,1273235,0.0,0.0
2025-01-10,10.520161628723145,10.718695640563965,10.204298973083496,10.71267318725586,10.71267318725586,1799897,0.0,0.0
2025-01-11,10.71267318725586,10.840781211853027,10.631439208984375,10.816849708557129,10.816849708557129,645235,0.0,0.0
2025-01-12,10.816849708557129,11.530116081237793,10.804059982299805,11.36003303527832,11.36003303527832,2121354,0.0,0.0
2025-01-13,11.36003303527832,11.453200340270996,10.485801696777344,10.818461418151855,10.818461418151855,4003177,0.0,0.0
2025-01-14,10.818461418151855,11.000656127929688,10.565629005432129,10.661267280578613,10.661267280578613,1928455,0.0,0.0
2025-01-15,10.661267280578613,11.256237983703613,10.610189437866211,11.243858337402344,11.243858337402344,2235783,0.0,0.0
2025-01-16,11.245387077331543,11.27074909210205,10.95056438446045,11.113554954528809,11.113554954528809,1382718,0.0,0.0
2025-01-17,11.113554954528809,11.308568954467773,11.0769624710083,11.281046867370605,11.281046867370605,1411302,0.0,0.0
2025-01-18,11.288252830505371,11.32536792755127,10.336552619934082,10.80814266204834,10.80814266204834,3315892,0.0,0.0
2025-01-19,10.80814266204834,11.087708473205566,10.490459442138672,10.532447814941406,10.532447814941406,2880696,0.0,0.0
2025-01-20,10.532447814941406,11.624618530273438,10.363738059997559,11.110535621643066,11.110535621643066,4467764,0.0,0.0
2025-01-21,11.110535621643066,11.46609115600586,11.002482414245605,11.303489685058594,11.303489685058594,1510037,0.0,0.0
2025-01-22,11.303489685058594,11.50861930847168,11.156232833862305,11.211710929870605,11.211710929870605,1628471,0.0,0.0
2025-01-23,11.222233772277832,12.065932273864746,11.213068962097168,12.008003234863281,12.008003234863281,3910162,0.0,0.0
2025-01-24,12.008003234863281,13.953463554382324,11.965177536010742,13.097065925598145,13.097065925598145,9344200,0.0,0.0
