Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-12-01,59.36020278930664,60.152198791503906,56.26287078857422,60.08063888549805,60.08063888549805,126100463,0.0,0.0
2024-12-02,60.08063888549805,76.61016845703125,57.5101203918457,74.69274139404297,74.69274139404297,289950266,0.0,0.0
2024-12-03,74.69499206542969,78.95474243164062,68.90467071533203,73.38301849365234,73.38301849365234,223902793,0.0,0.0
2024-12-04,73.38301849365234,76.40831756591797,68.70183563232422,69.79193878173828,69.79193878173828,170548498,0.0,0.0
2024-12-05,69.79193878173828,75.18368530273438,67.52340698242188,71.97203063964844,71.97203063964844,182280624,0.0,0.0
2024-12-06,70.93596649169922,74.27790069580078,68.46634674072266,70.45970153808594,70.45970153808594,159551903,0.0,0.0
2024-12-07,70.45970153808594,72.54280853271484,69.90324401855469,70.37126922607422,70.37126922607422,131040719,0.0,0.0
2024-12-08,71.03633117675781,74.94168090820312,68.79263305664062,74.51241302490234,74.51241302490234,148128551,0.0,0.0
2024-12-09,74.51241302490234,74.59888458251953,53.1009521484375,58.765106201171875,58.765106201171875,203651196,0.0,0.0
2024-12-10,58.76934814453125,60.02190399169922,53.80414962768555,58.87652587890625,58.87652587890625,178455518,0.0,0.0
2024-12-11,58.87652587890625,64.58050537109375,56.66728210449219,63.67333984375,63.67333984375,132530324,0.0,0.0
2024-12-12,63.67333984375,67.3935546875,58.75730895996094,59.491737365722656,59.491737365722656,158228382,0.0,0.0
2024-12-13,59.491737365722656,59.99223327636719,57.54035568237305,59.99041748046875,59.99041748046875,125786118,0.0,0.0
2024-12-14,59.99041748046875,60.47732162475586,57.03675079345703,58.375911712646484,58.375911712646484,124510866,0.0,0.0
2024-12-15,58.375911712646484,59.59345626831055,56.31504440307617,58.967586517333984,58.967586517333984,117271696,0.0,0.0
2024-12-16,58.967586517333984,60.78898620605469,56.29740524291992,56.4200439453125,56.4200439453125,133670256,0.0,0.0
2024-12-17,56.4200439453125,57.77501678466797,54.635555267333984,55.187259674072266,55.187259674072266,119572122,0.0,0.0
2024-12-18,55.1818733215332,56.05355453491211,50.57255935668945,50.67087173461914,50.67087173461914,124345773,0.0,0.0
2024-12-19,50.67087173461914,53.38133239746094,46.40642166137695,48.45158386230469,48.45158386230469,156868460,0.0,0.0
2024-12-20,48.45158386230469,55.818111419677734,41.38298797607422,54.71711349487305,54.71711349487305,193248741,0.0,0.0
2024-12-21,54.71711349487305,56.84999465942383,52.11528396606445,53.571407318115234,53.571407318115234,138388446,0.0,0.0
2024-12-22,53.571407318115234,59.147117614746094,50.550636291503906,57.79356002807617,57.79356002807617,149160969,0.0,0.0
2024-12-23,57.79290771484375,68.21521759033203,55.03444290161133,65.88282012939453,65.88282012939453,184778451,0.0,0.0
2024-12-24,65.88282012939453,71.54773712158203,64.33869171142578,69.15792846679688,69.15792846679688,194114822,0.0,0.0
2024-12-25,69.18218994140625,77.77351379394531,68.76997375488281,73.61805725097656,73.61805725097656,200799597,0.0,0.0
2024-12-26,73.61805725097656,73.98639678955078,66.49967193603516,68.92432403564453,68.92432403564453,154235596,0.0,0.0
2024-12-27,68.92391204833984,70.08135986328125,61.52351379394531,61.978248596191406,61.978248596191406,128490485,0.0,0.0
2024-12-28,61.978248596191406,63.97160339355469,59.729774475097656,62.43677520751953,62.43677520751953,110267623,0.0,0.0
2024-12-29,62.43677520751953,66.1202621459961,59.837459564208984,60.44409942626953,60.44409942626953,115674262,0.0,0.0
2024-12-30,60.44393539428711,62.33734130859375,57.267642974853516,58.195030212402344,58.195030212402344,124372488,0.0,0.0
2024-12-31,58.195030212402344,60.683101654052734,55.634883880615234,56.125667572021484,56.125667572021484,109381966,0.0,0.0
2025-01-01,56.125667572021484,58.807220458984375,55.11152267456055,58.1131706237793,58.1131706237793,104529941,0.0,0.0
2025-01-02,58.113033294677734,61.110023498535156,57.854576110839844,59.39713668823242,59.39713668823242,113128617,0.0,0.0
2025-01-03,59.39713668823242,61.99711227416992,56.75707244873047,60.917850494384766,60.917850494384766,105195950,0.0,0.0
2025-01-04,60.917850494384766,60.937416076660156,58.73963928222656,59.1881217956543,59.1881217956543,101883396,0.0,0.0
2025-01-05,59.1881217956543,59.46305465698242,57.19392013549805,58.53622817993164,58.53622817993164,104227723,0.0,0.0
