Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-12-01,44.8926887512207,45.69475173950195,43.87283706665039,45.09182357788086,45.09182357788086,737035871,0.0,0.0
2024-12-02,45.09349060058594,52.335689544677734,45.0889892578125,52.31305694580078,52.31305694580078,3304021551,0.0,0.0
2024-12-03,52.314552307128906,53.75947570800781,48.54588317871094,50.999488830566406,50.999488830566406,2337355056,0.0,0.0
2024-12-04,50.999488830566406,55.697444915771484,50.95130157470703,52.81734085083008,52.81734085083008,1899587373,0.0,0.0
2024-12-05,52.811988830566406,53.55107879638672,49.934574127197266,50.81978225708008,50.81978225708008,1436459355,0.0,0.0
2024-12-06,50.453609466552734,53.47829818725586,49.927711486816406,52.589290618896484,52.589290618896484,1051746898,0.0,0.0
2024-12-07,52.589290618896484,53.04301834106445,51.337581634521484,51.6760368347168,51.6760368347168,597601547,0.0,0.0
2024-12-08,51.74533462524414,54.33829879760742,50.4936408996582,53.933502197265625,53.933502197265625,814725035,0.0,0.0
2024-12-09,54.111263275146484,54.174991607666016,41.21001052856445,45.23026657104492,45.23026657104492,1930934570,0.0,0.0
2024-12-10,45.230770111083984,46.40791320800781,41.448299407958984,44.63996505737305,44.63996505737305,1441194376,0.0,0.0
2024-12-11,44.64183044433594,48.3787727355957,42.932987213134766,48.37092590332031,48.37092590332031,865434227,0.0,0.0
2024-12-12,48.374534606933594,55.19392013549805,48.326263427734375,53.11970138549805,53.11970138549805,1824782725,0.0,0.0
2024-12-13,53.12007522583008,53.9354248046875,50.96235656738281,52.70176315307617,52.70176315307617,948118176,0.0,0.0
2024-12-14,52.70176315307617,53.73722457885742,49.459877014160156,49.83277130126953,49.83277130126953,706207493,0.0,0.0
2024-12-15,49.830623626708984,51.267032623291016,48.164695739746094,50.754615783691406,50.754615783691406,755577878,0.0,0.0
2024-12-16,50.75556945800781,51.91432571411133,48.47699737548828,48.99325942993164,48.99325942993164,862749862,0.0,0.0
2024-12-17,48.99325942993164,50.80573654174805,47.606895446777344,47.83877182006836,47.83877182006836,743674965,0.0,0.0
2024-12-18,47.83876037597656,48.16446304321289,42.76815414428711,42.80390930175781,42.80390930175781,1142828284,0.0,0.0
2024-12-19,42.80350875854492,43.527671813964844,37.68978500366211,38.91089630126953,38.91089630126953,1306741716,0.0,0.0
2024-12-20,38.90713882446289,40.29148864746094,33.67742156982422,39.81724548339844,39.81724548339844,1322742516,0.0,0.0
2024-12-21,39.81724548339844,42.29633712768555,36.98344039916992,37.401676177978516,37.401676177978516,676474348,0.0,0.0
2024-12-22,37.4013671875,38.474857330322266,35.5992317199707,36.51603317260742,36.51603317260742,512824679,0.0,0.0
2024-12-23,36.519954681396484,39.562156677246094,35.69780731201172,39.02850341796875,39.02850341796875,789241250,0.0,0.0
2024-12-24,39.02867889404297,41.89959716796875,37.72718048095703,41.21257781982422,41.21257781982422,650595703,0.0,0.0
2024-12-25,41.21100616455078,41.80654525756836,39.8733024597168,40.24849319458008,40.24849319458008,392462926,0.0,0.0
2024-12-26,40.24665832519531,40.621952056884766,37.010440826416016,37.28079605102539,37.28079605102539,504900895,0.0,0.0
2024-12-27,37.28119659423828,38.94218444824219,36.32023239135742,36.48052215576172,36.48052215576172,472646946,0.0,0.0
2024-12-28,36.481170654296875,38.02265548706055,36.30048370361328,37.66184616088867,37.66184616088867,315276472,0.0,0.0
2024-12-29,37.66184616088867,37.68271255493164,35.51964569091797,35.826663970947266,35.826663970947266,338847922,0.0,0.0
