Portfolio,Return (%),Volatility (%),Sharpe Ratio,Return/Risk
Min Variance,-1.3835294106783413,0.00031857808918546964,-13759.670107526887,-4342.826633858297
Max Sharpe,16.248496737138364,0.2809069183868252,47.16329812459234,57.842992370744106
Max Return,16.24866032246488,0.280852718501042,47.17298231320386,57.854737562045685
Equal Weight,5.246820061693498,2.7588051747137183,0.8144178074940182,1.9018450848882293
